Site,Method,ResponseId,duration,date,language,metadata_Browser,metadata_Version,metadata_Operating_System,metadata_Resolution,NPS,NPS_GROUP,npswhy,Finished,visit_date,motivations_normalroutine,motivations_supportsite,motivations_relax,motivations_spendtime,motivations_show,motivations_showplus2,motivations_fun_group,motivations_education_group,motivations_education_self,motivations_fun_self,motivations_other,motivations_area,motivations_other_text,exprogshow_explo,exprogshow_explo_4_TEXT,OER,oerwhy,why_oerbad_explo_1,why_oerbad_explo_2,why_oerbad_explo_3,why_oerbad_explo_4,why_oerbad_explo_5,why_oerbad_explo_6,why_oerbad_explo_7,why_oerbad_explo_8,why_oerbad_explo_9,why_oerbad_explo_10,why_oerbad_explo_11,why_oerbad_explo_11_TEXT,previsit_health,postvisit_health,explain_health_good,explain_health_bad,how_handson,explo_healthpractice_1,explo_healthpractice_2,explo_healthpractice_3,explo_healthpractice_4,explo_healthpractice_5,explo_healthpractice_6,explo_healthpractice_7,explo_healthpractice_8,entrytime,ed_quality,ent_quality,valuecost,acton_belonging,exgoodorder,staff_helpful,cafe_exp,giftshop_exp,web_helpful,museum_clean,wayfinding,staff_friendly,restrooms,ratings_ctsc_subway,ratings_ctsc_concessions,timing_explo_First_Click,timing_explo_Last_Click,timing_explo_Page_Submit,timing_explo_Click_Count,seedo_explo_1,seedo_explo_4,seedo_explo_10,seedo_explo_11,seedo_explo_12,seedo_explo_13,seedo_explo_5,seedo_explo_6,seedo_explo_7,seedo_explo_8,seedo_explo_9,seedo_explo_8_TEXT,why_sf_explo_1,why_sf_explo_2,why_sf_explo_3,why_sf_explo_4,why_sf_explo_5,why_sf_explo_6,why_sf_explo_7,why_sf_explo_7_TEXT,howhear_explo_1,howhear_explo_4,howhear_explo_5,howhear_explo_6,howhear_explo_7,howhear_explo_8,howhear_explo_9,howhear_explo_10,howhear_explo_11,howhear_explo_12,howhear_explo_3,howhear_explo_3_TEXT,adremember_explo,adaffect_explo,howarrive_explo,howarrive_explo_5_TEXT,groupmembers_explo_1,groupmembers_explo_4,groupmembers_explo_5,groupmembers_explo_6,groupmembers_explo_7,groupmembers_explo_8,groupmembers_explo_9,groupmembers_explo_3,groupmembers_explo_3_TEXT,language_explo_1,language_explo_4,language_explo_5,language_explo_6,language_explo_7,language_explo_8,language_explo_9,language_explo_10,language_explo_11,language_explo_12,language_explo_13,language_explo_14,language_explo_15,language_explo_16,language_explo_17,language_explo_18,language_explo_19,language_explo_20,language_explo_21,language_explo_22,language_explo_23,language_explo_24,language_explo_3,language_explo_3_TEXT,evermarried_explo,childrenotwith_explo,explo_emergadult,liveinus,zip,non_US,group,lastvisit_covid,lastvisit,howmanyvisits,Nadults,Nchild,race_amind_alask,race_asian,race_afram,race_hisp_lat,race_haw_pacis,race_white,race_other,race_notsay,race_other_text,lgbt,education,education_7_TEXT,income,income_pre,income_covid,disability,dis_mobility,dis_visual,dis_auditory,dis_learning,dis_cognitive,dis_other,dis_notsay,dis_other_text,age,adult1_gender,gender_3_TEXT,adult2_age,adult3_age,adult4_age,adult5_age,adult6_age,adult7_age,adult8_age,adult9_age,adult10_age,adult2_gender,adult3_gender,adult4_gender,adult5_gender,adult6_gender,adult7_gender,adult8_gender,adult9_gender,adult10_gender,adult10plus,child1_age,child2_age,child3_age,child4_age,child5_age,child6_age,child7_age,child8_age,child9_age,child10_age,child1_gender,child2_gender,child3_gender,child4_gender,child5_gender,child6_gender,child7_gender,child8_gender,child9_gender,child10_gender,child10plus,comments,member,AAM_Region,Museum_Type,Size,timezone,month,CY,QR,exittime,staytime0,staytime,day_of_week,weekend,quarter,FY,FYQ,adult1_age,state,race_norace,tot_boy,tot_girl,tot_childgen_other,tot_childgen_notsay,tot_male,tot_female,tot_other,tot_gennotsay,tot_0_3,tot_4_7,tot_8_12,tot_13_17,tot_childage_notsay,tot_childage_dontknow,tot_18_24,tot_25_34,tot_35_44,tot_45_54,tot_55_64,tot_65,tot_agenotsay,tot_agedontknow,zips_explo
the Exploratorium,Staffed,R_2dhTuEXA2jngBYM,248.285,7/2/21,1,Safari iPad,14.0.2,iPad,768x1024,10,3,Extremely fun especially for the kids,1, , , , ,1, , , ,1, , , , , , , ,5, , , , , , , , , , , , , ,3,4,Very well done. ., ,5,1,1,1, , ,1, , ,9,10,10,10, ,10,10,10,10, , , , , , , ,1.784,10.661,11.402,6,1,1,1, , , , ,1, , , , , ,1, , , , , , , ,1, , , , , , , , , , ,1,2,2, , ,1,1, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,1,1, ,1,95630, ,1, ,4,1,3,4, , , , , ,1, , , ,2,6, , ,9, ,2, , , , , , , , ,41,1, ,3,3, , , , , , , , , , , , , , , , , ,3,3,4,3, , , , , , , , , , , , , , , , , , ,2,West,Science,Large,3,7,2021,0,13:19:39,8379,4,6,0,3,22,21,3,5,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,3,0,0,0,0,0,0
the Exploratorium,Staffed,R_11hxWwgSFUCiLC1,481.458,7/2/21,1,Safari iPad,14.0.2,iPad,768x1024,8,2, ,1, ,1, , , , , , , ,1, , , , , , ,4, , , , , , , , , , , , , ,3,3, , ,1,1,1,1, ,1,1, , ,13,9,9,9, ,9,9, , , , , , , , , ,1.289,6.05,6.811,3,1, , , , , , , , , , , , , ,1, , , , , ,1, , , , , , , , , , , ,2, ,4, , , , , , ,1, , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,2,2, ,1,94110, ,1, ,4,1,1,0, ,1, , , , , , , ,1,4, , ,8, ,2, , , , , , , , ,28,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,3,7,2021,0,13:32:31,5551,3,6,0,3,22,21,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5
the Exploratorium,QR,R_2y8IovDHiaPC95F,1073.74,7/2/21,1,Safari iPhone,14.1.1,iPhone,375x667,10,3, ,1, , , , , , , , , , ,1, , , , , ,4,Cool exhibits, , , , , , , , , , , , ,4, , , ,5, ,1,1, , , , , , ,8,10,8, ,9,8, , , , , , , , , ,6.324,15.304,16.124,6,1,1,1, , , , , , , , , , , , , , ,1, , , , , , , , ,1, , , , , ,2, ,3, , , ,1, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,2,2, ,1, , ,3, ,8,1,2,0, , , , , ,1, , , ,2,4, , ,2, ,2, , , , , , , , ,25,1, ,2, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Good time,2,West,Science,Large,3,7,2021,1,13:52:26, , ,6,0,3,22,21,2, ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0, 
the Exploratorium,Staffed,R_25Xvl4PnCpayNxh,738.19,7/2/21,1,Safari iPad,14.0.2,iPad,768x1024,7,2,I enjoyed a lot of the biological parts,1, , , , ,1, , ,1, , , , , , , , ,4, , , , , , , , , , , , , ,4, , , ,4, ,1,1, , , , , ,11,8,6,8, ,6,8, , , , , , , , , ,1.694,6.109,7.47,6,1,1, , , , , , , , , , , ,1, , , , , , , ,1, , , , , , , , , , ,1,2,2, , , ,1, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,2,2, ,1, , ,1, ,8,1,2,0, , , , , , , ,1, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,3,7,2021,0,14:08:40,9520,4,6,0,3,22,21,7, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, 
the Exploratorium,Staffed,R_2fChxrcnwqRbByX,291.79,7/2/21,1,Safari iPad,14.0.2,iPad,768x1024,10,3,"Interactive, smart, fun, so much to do!",1, , ,1, , , , , , , ,1, , , , , ,5, , , , , , , , , , , , , ,3,3, , ,4, ,1, , ,1, , , ,11,10,9,6, ,9,8, , , , , , , , , ,2.791,11.69,12.508,5,1,1,1, , , , , , , , , , ,1, , , ,1, , , , , , , , ,1, , , , , ,2, ,1, , , ,1, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,2,2, ,1,47305, ,2, ,8,1,2,0, , , , , ,1, , , ,1,6, , ,3, ,2, , , , , , , , ,40,1, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,3,7,2021,0,14:31:18,10878,5,6,0,3,22,21,3,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
the Exploratorium,Staffed,R_Tc4PKI0OPgS7eq5,486.214,7/2/21,1,Safari iPad,14.0.2,iPad,768x1024,9,3, ,1, , , , , , , ,1, , , , , , , , ,4, , , , , , , , , , , , , ,3,3, , ,4,1,1,1,1,1, ,1, ,17,9,9,9, ,9,9, ,9, , , , , , , ,3.435,13.307,13.839,5,1,1, , , , , ,1, , , , , ,1, , , , , , ,1, , , , , , , , , , , ,1,2,2, , ,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,2,1, ,1,94591, ,1, ,5,1,1,4, ,1,1, , , , , , ,2,3, , ,2, ,2, , , , , , , , ,39,2, , , , , , , , , , , , , , , , , , , , ,2,1,4,4, , , , , , ,2,2,2,2, , , , , , , , ,2,West,Science,Large,3,7,2021,0,14:43:00,6180,3,6,0,3,22,21,3,5,0,0,4,0,0,0,1,0,0,1,1,0,2,0,0,0,0,1,0,0,0,0,0,8
the Exploratorium,Staffed,R_10YtenCA6BMlMXy,944.178,7/2/21,1,Safari iPad,14.0.1,iPad,768x1024,10,3,Fun experience,1, , , , ,1, , , , , ,1, , , , , ,5, , , , , , , , , , , , , ,3,4, , ,5,1,1,1,1,1,1, , ,17,10,10,10, ,10,10,10,10, , , , , , , ,1.401,8.54,9.327,5,1, , , , , , ,1,1, , , , , , , , ,1, , ,1, , , , , , , , , , , ,2, ,4, , , ,1, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,1,2, ,1,98116, ,3, ,7,1,2,0, , , , , , , ,1, ,1,3, , ,6, ,1,1, , , ,1, , , ,39,2, ,3, , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,3,7,2021,0,14:51:21,6681,3,6,0,3,22,21,3,47,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
the Exploratorium,Staffed,R_1pyVa8mkGIHDvbG,551.872,7/2/21,1,Safari iPad,14.0.2,iPad,768x1024,10,3, ,1, , , , ,1, , ,1, , , , , , , , ,5,Great that’s it’s not crowded and exhibits working well, , , , , , , , , , , , ,4, , , ,5, , , , , , , ,1,21,10,10,10, ,10,10,10, , , , , , , , ,1.287,9.059,9.975,8,1,1, , , , ,1, ,1, , , , , , , , , ,1,Showing visitors SF,1, , , , , , , , , , , ,1,2,2, , , , , , , ,1, , ,1,1, , ,1, , , , , , , , , , , , , , , , , , , ,1,1, ,1,94301, ,2, ,5,1,8,0, , , , , ,1, , , ,2,6, , ,9, ,2, , , , , , , , ,61,2, ,1,1,2,2,5,6,5, , ,2,2,2,2,1,1,2, , , , , , , , , , , , , , , , , , , , , , , , , ,1,West,Science,Large,3,7,2021,0,15:21:16,4876,3,6,0,3,22,21,5,5,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,2,2,0,0,3,1,0,0,7
the Exploratorium,Staffed,R_1OkJKEo8wwg79vw, ,7/2/21,1,Safari iPad,14.0.1,iPad,768x1024,10,3,Awesome,1, , , , ,1, , , , , ,1, , , , , ,4, , , , , , , , , , , , , ,3,3, , ,3, , , , , , , ,1,7,10,10,10, ,6,9,6,5, , , , , , , ,1.683,10.682,11.222,6,1,1, , , , , , , , , , , , , , , ,1, , ,1, , , , , , , , , , , ,2, ,4, , ,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,1,1, ,1,93720, ,3, ,4,1,2,2, , , , , ,1, , , ,1,5, , ,5, ,2, , , , , , , , ,38,2, ,2, , , , , , , , ,2, , , , , , , , , ,3,2, , , , , , , , ,1,1, , , , , , , , , , ,2,West,Science,Large,3,7,2021,0,15:28:17,17897,6,6,0,3,22,21,3,5,0,2,0,0,0,0,2,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
the Exploratorium,Staffed,R_2aJjybPtc1mRlLP,622.709,7/2/21,1,Safari iPad,14.0.2,iPad,768x1024,10,3,Very good museum and fun,1, , ,1, , , , , , , ,1, , , , , ,5, , , , , , , , , , , , , ,3,4, , ,4,1,1,1,1,1,1,1, ,19,10,10,10, ,7,10, , , , , , , , , ,6.208,17.923,18.57,4,1, ,1, , , , , , , , , , , , , , ,1, , ,1,1, , , , , , , , , , ,2, ,4, , , ,1, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,2, ,1,90012, ,3, ,4,1,2,0, ,1, , , , , , , ,1,4, , ,5, ,2, , , , , , , , ,28,1, ,2, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,I love the exploratorium I come whenever I’m in town!,2,West,Science,Large,3,7,2021,0,15:39:32,7772,4,6,0,3,22,21,2,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
the Exploratorium,Staffed,R_DiTYK60fGV4frP3,1143.128,7/2/21,1,Safari iPad,14.0.1,iPad,768x1024,10,3, ,1, , , , ,1, , , , ,1, , , , , , ,5,Lots of exhibits, , , , , , , , , , , , ,2,2, , ,5, , ,1, , , , , ,21,10,10,3, ,10,10, , , , , , , , , ,16.104,24.113,25.767,4,1, , , , , , ,1, , , , ,1,1, , , , , , , ,1, , , , , , , , , , ,2, ,1, , ,1, , , , , , , ,1, , ,1, , , , , , , , , , , , , , , , , , , , ,1,1, ,1,33713, ,2, ,8,1,3,1, , , , , ,1, , , ,2,6, , ,6, ,2, , , , , , , , ,66,1, ,6,3, , , , , , , ,2,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,3,7,2021,0,15:53:07,6787,3,6,0,3,22,21,6,9,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0
the Exploratorium,Staffed,R_2zjqtE6MBQkKqxs,374.6,7/2/21,1,Safari iPad,14.0.2,iPad,768x1024,10,3,Lots of science and lighting with the beautiful colors of this place,1, , , , ,1, , , , , ,1, , , , , ,5, , , , , , , , , , , , , ,3,1, , ,3,1,1, , , , , , ,19,10,10,10, ,10,10,5, , , , , , , , ,12.696,15.894,16.573,3,1,1, , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , ,3,2,4, , ,1, , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , ,3,1, ,1,94954, ,1, ,4,1,1,2, , , ,1, , , , , ,2,3, , ,4, ,2, , , , , , , , ,43,2, , , , , , , , , , , , , , , , , , , , ,3,3, , , , , , , , ,1,2, , , , , , , , , , ,2,West,Science,Large,3,7,2021,0,16:05:38,9338,4,6,0,3,22,21,3,5,0,1,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,9
the Exploratorium,Staffed,R_2ql0ChgOMJSNX2v,425.276,7/2/21,1,Safari iPad,14.0.1,iPad,768x1024,10,3, ,1, , , , ,1, , , ,1, , , , , , , ,4,My kids brains were turning gears along with new discoveries, , , , , , , , , , , , ,3,1, , ,5,1, , , , , , , ,13,9,9,9, ,9,9, , , , , , , , , ,3.869,11.028,12.162,4,1,1, , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , ,2, ,2, , ,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,1,1, ,1,95823, , , , , ,2,2, ,1, , , , , , , ,2,4, , , , ,2, , , , , , , , ,39,1, ,3, , , , , , , , ,2, , , , , , , , , ,2,2, , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,3,7,2021,0,16:19:20,15560,6,6,0,3,22,21,3,5,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0
the Exploratorium,Staffed,R_3nB31ZByw9MBELu,787.968,7/2/21,1,Safari iPad,14.0.1,iPad,768x1024,10,3, ,1, , ,1, , , , , , , ,1, , , , , ,4, , , , , , , , , , , , , ,3,2, , ,4,1,1,1,1,1,1, , ,13,10,10,10, ,9,10,5, , , , , , , , ,4.83,11.444,13.573,6,1, ,1, , , ,1, ,1, , , , , ,1, , , , , ,1, , , , , , , , , , , ,1,2,2, , ,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,1,1, ,1,94015, ,1, ,4,1,1,1, , , , , , , ,1, ,1,4, , ,11, ,2, , , , , , , , ,40,4, , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , ,4, , , , , , , , , , , ,2,West,Science,Large,3,7,2021,0,16:35:55,16555,6,6,0,3,22,21,3,5,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6
the Exploratorium,Staffed,R_1r9AVPTwWWvE3z7,278.638,7/2/21,1,Safari iPad,14.0.2,iPad,768x1024,10,3, ,1, , , , ,1, , , , , ,1, , , , , ,5, , , , , , , , , , , , , ,4, , , ,4, ,1,1, ,1, , , ,24,10,10,10, ,8, , , , , , , , , , ,5.442,9.182,10.377,4, , , , , , , , , , ,1, ,1, , , , , , , ,1, , , , , , , , , , , ,2, ,2, , ,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,1,1, ,1,2460, ,3, ,7,1,5,0, , , , , ,1, , , ,2,6, , ,11, ,2, , , , , , , , ,60,2, ,1,2,1,5, , , , , ,1,1,3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,3,7,2021,0,16:39:58,6898,3,6,0,3,22,21,5,21,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0
the Exploratorium,QR,R_1QFPTTtGyfkF4ke,226.769,7/2/21,1,Safari iPhone,14.1.1,iPhone,414x896,10,3,Been going here since I was a kid and it’s always been awesome!,1, , ,1, , , , ,1, , , , , , , , ,5, , , , , , , , , , , , , ,4, , , ,4, ,1,1, ,1,1, , , ,9,10,9, ,9,8,5,7, , , , , , , ,0.922,12.004,14.471,3,1, , , , , , , , , , , , , ,1, , , , , ,1, , , , , , , , , , , ,2, ,2, , ,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,2,2, ,1,94118, ,2, ,5,1,2,2, , , , , ,1, , , ,2,4, , ,3, ,2, , , , , , , , ,27,2, ,5, , , , , , , , ,2, , , , , , , , , ,4,3, , , , , , , , ,1,2, , , , , , , , , , ,2,West,Science,Large,3,7,2021,1,16:45:30, , ,6,0,3,22,21,2,5,0,1,1,0,0,0,2,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,5
the Exploratorium,Staffed,R_qVJBOJhpnvTpwNb,498.1,7/2/21,1,Safari iPad,14.0.1,iPad,768x1024,6,1,Cuz I can’t remember,1, , , , , , , ,1, ,1, , , , , , ,4, , , , , , , , , , , , , ,4, , , ,5,1,1,1,1, ,1, , ,25,10,10,10, ,10,8,9, , , , , , , , ,2.178,10.437,11.697,6, , , , , , , , , , ,1, ,1, , , , , , , , , ,1, , , , , , , , , ,1,2,4, , ,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , ,1, , , , , ,2,2, , ,4, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,West,Science,Large,3,7,2021,0,16:52:40,6760,3,6,0,3,22,21,7, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, 
the Exploratorium,Staffed,R_31Ty3JAHRrXpJwJ,649.43,7/2/21,1,Safari iPad,14.0.2,iPad,768x1024,10,3, ,1, , , , , , , , , , ,1, , , , , ,5, , , , , , , , , , , , , ,3,4, , ,5, ,1,1, , , , , ,13,10,10,10, ,10,10,10,10, , , , , , , ,1.21,8.968,10.69,8,1,1, , , , , ,1, , , , ,1, , , , , , , , ,1, , , , , , , , , , ,1,2,2, ,1, ,1, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,2,2, ,1,12589, ,2, ,8,1,3,0, , , , , ,1, , , ,2,4, , ,6, ,2, , , , , , , , ,26,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,3,7,2021,0,16:55:46,17746,6,6,0,3,22,21,2,32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
the Exploratorium,QR,R_1nPfKJKIIOoVS3F,203.389,7/2/21,1,Chrome iPhone,91.0.4472.80,iPhone,375x667,10,3, ,1, , , , , , , ,1,1, , , , , , , ,5, , , , , , , , , , , , , ,4, , , ,5, , , , , , , ,1, ,10,10,8, ,10, ,3, , , , , , , , ,3.056,5.893,7.661,3,1,1, , , , , , , , , , , , , , , ,1, , ,1, , , , , , , , , , , ,1,2,2, , ,1, , , , , , , ,1, , , , , ,1, , , , , , , , , , , , , , , , , ,1,1, ,1, , ,1, ,8,1,2,2, , , , , , , ,1, ,4,6, , ,7, ,2, , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,3,7,2021,1,17:20:10, , ,6,0,3,22,21,7, ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, 
the Exploratorium,Staffed,R_2xDWi3FI65CnQ5g,227.532,7/3/21,1,Safari iPad,14.0.2,iPad,768x1024,9,3,Exhibits are great for kids,1, , ,1, ,1, , , , , , , , , , , ,4, , , , , , , , , , , , , ,3,3, , ,4,1,1, , ,1, , , ,7,9,10,9, ,9,8,7, , , , , , , , ,2.557,7.505,8.842,5,1,1, , , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , ,1,2,4, , ,1, , , , , , , ,1, , , ,1, , , , , , , , , , , , , , , , , , , ,1,1, ,1,94530, ,1, ,4,1,2,2, ,1, , , ,1, , , ,2,6, , ,8, ,2, , , , , , , , ,40,2, ,3, , , , , , , , ,1, , , , , , , , , ,1,2, , , , , , , , ,2,1, , , , , , , , , , ,1,West,Science,Large,3,7,2021,0,13:09:42,9582,4,7,1,3,22,21,3,5,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,2
the Exploratorium,QR,R_tJMK10lnZuUtWAV,371.379,7/3/21,1,Chrome,87.0.4280.141,Android 10,360x740,10,3, ,1, , , , ,1, , ,1, , , , , , , , ,4,Lots of activities for wide age group, , , , , , , , , , , , ,3,4, , ,4,1,1,1,1,1, , , , ,10,10,10, ,10,10, ,10, , , , , , , ,13.739,16.85,17.998,4,1,1, , , , , , , , , , ,1, , , , ,1, , ,1, , , , , , , , , , , ,2, ,5,Ferry, ,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,1,1, ,1,80023, ,2, ,5,1,3,2, ,1, , , , , , , ,2,6, , ,7, ,2, , , , , , , , ,35,2, ,2,5, , , , , , , ,2,2, , , , , , , , ,2,1, , , , , , , , ,2,2, , , , , , , , , , ,2,West,Science,Large,3,7,2021,1,13:34:59, , ,7,1,3,22,21,3,6,0,0,2,0,0,0,3,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0
the Exploratorium,Staffed,R_1GJrXppDjOrw24E,591.951,7/3/21,1,Safari iPad,14.0.2,iPad,768x1024,10,3,Frendly inviornmentt,1, , , , , , , ,1, , , , , , , , ,5, , , , , , , , , , , , , ,4, , , ,5, ,1,1, , , , , ,6,10,10,10, ,9,10,10,10, , , , , , , ,11.403,16.986,19.153,3, ,1, , , , , , ,1, , , , ,1, , , ,1, , ,1, , , , , , , , , , , ,2, ,2, , ,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,1,1, ,1,95337, , , ,9, ,2,2, , , ,1, , , , , ,2,1, , ,6, ,1,1, , , , , , , ,44,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,3,7,2021,0,13:42:18,12438,5,7,1,3,22,21,3,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
the Exploratorium,Staffed,R_6W0oDmhE6naHL3j,225.572,7/3/21,1,Safari iPad,14.0.2,iPad,768x1024,9,3, ,1, , , ,1, , , , ,1, , , , , , , ,4, , , , , , , , , , , , , ,3,3, , ,5,1,1,1, , , ,1, ,11,9,9,8, ,8,9,8,9, , , , , , , ,4.764,7.745,8.396,3,1, , , , , , , , , , , , ,1, , , , , , , ,1, , , , , , , , , , ,3,2,4, ,1, , , , , , , , ,1, , , , , ,1, , , , , , , , , , , , , , , , , ,2,2, ,1,19714, ,2, ,8,1,2,0, ,1, , , , , , , ,2,6, , ,3, ,2, , , , , , , , ,25,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,3,7,2021,0,13:47:13,8233,4,7,1,3,22,21,2,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
the Exploratorium,Staffed,R_5749iRsLMua83Gp,382.705,7/3/21,1,Safari iPad,14.0.1,iPad,768x1024,8,2, ,1, , , , , , , , , , ,1, , , , , ,4, , , , , , , , , , , , , ,4, , , ,5, , ,1, , , , , ,13,10,10,10, ,7,7,7,7, , , , , , , ,2.675,14.673,16.818,7,1,1, , , , , , , , , , ,1, , , , ,1, , ,1, ,1, , , , , , , , , ,2, ,2, ,1, , , , , , , , ,1, , , , , , , , , , , , , , ,1,1, , , , , , , ,2,2, ,1, , ,3, ,8,1,2,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,3,7,2021,0,13:51:28,6688,3,7,1,3,22,21,7, ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, 
the Exploratorium,Staffed,R_3dK5EqQdP7Mdq0l,928.124,7/3/21,1,Safari iPad,14.0.2,iPad,768x1024,10,3,It has a lot of fun exhibits,1, ,1, , ,1, , , , , , , , , , , ,4, , , , , , , , , , , , , ,4, , , ,5,1,1,1, , ,1, , ,7,10,10,10, ,9,9,10, , , , , , , , ,3.425,9.662,11.162,5,1,1, , , , , , ,1, , , ,1, , , , , , , ,1, , , , , , , , , , , ,3,2,1, , ,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,1,1, ,1,53132, ,2, ,4,1,3,2, ,1, , , ,1, , , ,2,6, , , , ,2, , , , , , , , ,67,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,West,Science,Large,3,7,2021,0,14:08:18,13098,5,7,1,3,22,21,6,49,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
