Site,Method,ResponseId,duration,date,language,metadata_Browser,metadata_Version,metadata_Operating_System,metadata_Resolution,NPS,NPS_GROUP,npswhy,Finished,visit_date,motivations_normalroutine,motivations_supportsite,motivations_relax,motivations_spendtime,motivations_show,motivations_showplus2,motivations_fun_group,motivations_education_group,motivations_education_self,motivations_fun_self,motivations_other,motivations_area,motivations_other_text,exprogshow_explo,exprogshow_explo_4_TEXT,OER,oerwhy,why_oerbad_explo_1,why_oerbad_explo_2,why_oerbad_explo_3,why_oerbad_explo_4,why_oerbad_explo_5,why_oerbad_explo_6,why_oerbad_explo_7,why_oerbad_explo_8,why_oerbad_explo_9,why_oerbad_explo_10,why_oerbad_explo_11,why_oerbad_explo_11_TEXT,previsit_health,postvisit_health,explain_health_good,explain_health_bad,how_handson,explo_healthpractice_1,explo_healthpractice_2,explo_healthpractice_3,explo_healthpractice_4,explo_healthpractice_5,explo_healthpractice_6,explo_healthpractice_7,explo_healthpractice_8,entrytime,ed_quality,ent_quality,valuecost,acton_belonging,exgoodorder,staff_helpful,cafe_exp,giftshop_exp,web_helpful,museum_clean,wayfinding,staff_friendly,restrooms,ratings_ctsc_subway,ratings_ctsc_concessions,timing_explo_First_Click,timing_explo_Last_Click,timing_explo_Page_Submit,timing_explo_Click_Count,seedo_explo_1,seedo_explo_4,seedo_explo_10,seedo_explo_11,seedo_explo_12,seedo_explo_13,seedo_explo_5,seedo_explo_6,seedo_explo_7,seedo_explo_8,seedo_explo_9,seedo_explo_8_TEXT,why_sf_explo_1,why_sf_explo_2,why_sf_explo_3,why_sf_explo_4,why_sf_explo_5,why_sf_explo_6,why_sf_explo_7,why_sf_explo_7_TEXT,howhear_explo_1,howhear_explo_4,howhear_explo_5,howhear_explo_6,howhear_explo_7,howhear_explo_8,howhear_explo_9,howhear_explo_10,howhear_explo_11,howhear_explo_12,howhear_explo_3,howhear_explo_3_TEXT,adremember_explo,adaffect_explo,howarrive_explo,howarrive_explo_5_TEXT,groupmembers_explo_1,groupmembers_explo_4,groupmembers_explo_5,groupmembers_explo_6,groupmembers_explo_7,groupmembers_explo_8,groupmembers_explo_9,groupmembers_explo_3,groupmembers_explo_3_TEXT,language_explo_1,language_explo_4,language_explo_5,language_explo_6,language_explo_7,language_explo_8,language_explo_9,language_explo_10,language_explo_11,language_explo_12,language_explo_13,language_explo_14,language_explo_15,language_explo_16,language_explo_17,language_explo_18,language_explo_19,language_explo_20,language_explo_21,language_explo_22,language_explo_23,language_explo_24,language_explo_3,language_explo_3_TEXT,evermarried_explo,childrenotwith_explo,explo_emergadult,liveinus,zip,non_US,group,lastvisit_covid,lastvisit,howmanyvisits,Nadults,Nchild,race_amind_alask,race_asian,race_afram,race_hisp_lat,race_haw_pacis,race_white,race_other,race_notsay,race_other_text,lgbt,education,education_7_TEXT,income,income_pre,income_covid,disability,dis_mobility,dis_visual,dis_auditory,dis_learning,dis_cognitive,dis_other,dis_notsay,dis_other_text,age,adult1_gender,gender_3_TEXT,adult2_age,adult3_age,adult4_age,adult5_age,adult6_age,adult7_age,adult8_age,adult9_age,adult10_age,adult2_gender,adult3_gender,adult4_gender,adult5_gender,adult6_gender,adult7_gender,adult8_gender,adult9_gender,adult10_gender,adult10plus,child1_age,child2_age,child3_age,child4_age,child5_age,child6_age,child7_age,child8_age,child9_age,child10_age,child1_gender,child2_gender,child3_gender,child4_gender,child5_gender,child6_gender,child7_gender,child8_gender,child9_gender,child10_gender,child10plus,comments,member,AAM_Region,Museum_Type,Size,timezone,month,CY,QR,exittime,staytime0,staytime,day_of_week,weekend,quarter,FY,FYQ,adult1_age,state,race_norace,tot_boy,tot_girl,tot_childgen_other,tot_childgen_notsay,tot_male,tot_female,tot_other,tot_gennotsay,tot_0_3,tot_4_7,tot_8_12,tot_13_17,tot_childage_notsay,tot_childage_dontknow,tot_18_24,tot_25_34,tot_35_44,tot_45_54,tot_55_64,tot_65,tot_agenotsay,tot_agedontknow,zips_explo
the Exploratorium,Staffed,R_1pKmyH3qi5h7JlR,494.862,4/21/22,1,Safari iPad,14.0.1,iPad,768x1024,10,3, ,1, , , , ,1, , , ,1, , , , , , , ,5,Hands on, , , , , , , , , , , , ,2,4, I like masks, ,4,1,1, ,1, , , , ,7,10,9,10, ,9,7, , , , , , , , , ,5.341,11.858,15.741,3,1,1, , , , , , , , , , , , , , , ,1, , ,1, , , , , , , , , , , , , ,2, , , , , , , ,1, , ,1, , , , , , , , , , , , , , , , , , , , , , , ,2,2, ,1,94041, ,2, ,5,1,3,0, ,1, , , , , , , ,2,6, , ,5, ,2, , , , , , , , ,58,1, ,5,5, , , , , , , ,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,3,4,2022,0,16:45:41,22541,8,5,0,2,22,24,5,5,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7
the Exploratorium,Staffed,R_1gLvlxrNkAneED0,788.576,4/21/22,1,Safari iPad,14.0.1,iPad,768x1024,9,3, ,1, , , , , , , ,1,1, , , , , , , ,4, , , , , , , , , , , , , ,2,4, , ,5,1,1,1, ,1,1, , ,15,10,10,10, ,10,10, , , , , , , , , ,2.077,11.113,11.886,5,1,1, , , , , , , , , , ,1, , , , , , , ,1, , , , , , , , , , , , , ,2, , ,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,1,1, ,1,84096, ,3, ,7,1,2,3, , , , , ,1, , , ,2,4, , ,11, ,2, , , , , , , , ,37,2, ,3, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,3,4,2022,0,17:03:04,16384,6,5,0,2,22,24,3,44,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
the Exploratorium,Staffed,R_2D5oD2tXj5gOkdx, ,4/21/22,1,Safari iPad,14.0.1,iPad,768x1024,7,2, ,1, , , , , , , , , , , , ,1, , , ,3, , ,1, , , , , , , , , , ,1,3, , ,4, , , , , ,1, , ,37,7,7,7, ,9,8,9,9, , , , , , , ,3.05,4.618,5.971,4, ,1, , , , , , , , , , , ,1, , , , , , , , , , , , , , , ,1, , , , ,1, ,1, , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , ,2,2, ,2,999, ,1, ,5,1,1,0, , , ,1, , , , , ,2,3, , ,10, ,2, , , , , , , , ,33,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,3,4,2022,0,18:58:50,3530,2,5,0,2,22,24,2,999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
the Exploratorium,QR,R_2PqcPn3pT6mZp5S,318.81,4/21/22,1,Safari iPhone,15.4,iPhone,390x844,10,3,It was fun to show friends who are out of town,1, , , , , , , , , , , , ,1, , , ,5, , , , , , , , , , , , , ,3,3, , ,5, ,1,1, , , , , , ,10,10,10, ,10,10,10, , , , , , , , ,4.462,8.847,13.13,4,1,1, , , , , , , , , , , , ,1, , ,1, , ,1,1, , , , , , , , , , , , ,3, ,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,2,2, ,1, , ,2, ,5,1,4,0, ,1, , , , , , , ,2,4, , ,11, ,2, , , , , , , , ,27,1, ,2,2,2, , , , , , ,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,3,4,2022,1,19:29:16, , ,5,0,2,22,24,2, ,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0, 
the Exploratorium,QR,R_3CEsk1iqtkcJ3dH,291.202,4/21/22,1,Safari iPhone,15.4,iPhone,390x844,10,3, ,1, , , , , , , , , , ,1, ,1, , , ,5, , , , , , , , , , , , , ,3,4, , ,5,1,1,1,1,1, , , , ,10,10,10, ,10,10,10, , , , , , , , ,3.201,18.593,22.784,7,1, ,1,1, , , , , , , , , , , , , ,1, , , , ,1,1,1, , , , , , , , , ,1, , , ,1, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,1,1, ,1,1904, ,3, ,8,1,2,0, , , , , , , ,1, ,2,5, , ,11, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,3,4,2022,1,19:43:46, , ,5,0,2,22,24,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
the Exploratorium,Staffed,R_2EygwpzegDtn5bk, ,4/21/22,1,Safari iPad,14.0.1,iPad,768x1024,10,3,Sand rotation thingie. All super fun,1, , , , , , , , , ,1,1, , , , , ,5, , , , , , , , , , , , , ,4, , , ,5, ,1,1,1, , , , ,37,8,10,10, ,10,10, ,9, , , , , , , ,2.2,3.341,5.349,2,1, , , , , , , , , , , , , , , ,1, , , , ,1, ,1, , , , , , , , , , ,1, , , , ,1, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,2,2, ,2,999,45,2, ,8,1,6,0, , , ,1, ,1, , , ,2,6, , ,4, ,2, , , , , , , , ,30,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,3,4,2022,0,19:56:12,6972,3,5,0,2,22,24,2,999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
the Exploratorium,Staffed,R_24LXzFRE4AuU83c,764.212,4/21/22,1,Safari iPad,14.0.1,iPad,768x1024,10,3, ,1, , ,1, ,1, , , , , , , , , , , ,5,Every exhibits as interesting and fun. I honestly miss going to this place. There were even some new things., , , , , , , , , , , , ,4, , , ,5,1,1,1,1,1,1,1, ,38,10,10,10, ,10,10,10,10, , , , , , , ,1.629,8.863,9.63,7,1,1, , , , , ,1, , , , , ,1, ,1,1, , , ,1, , , , , , , , , , , , , ,3, ,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , ,1, , ,2,2, ,1,94601, ,2, ,6,1,7,0, ,1, ,1, ,1, , , ,2,4, , ,4, ,2, , , , , , , , ,29,1, ,4,4,4,2,4,2, , , ,1,2,2,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , ,This place is awesome,2,West,Science,Large,3,4,2022,0,20:20:02,7502,4,5,0,2,22,24,2,5,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,1
the Exploratorium,QR,R_wXIRvEqgRPR2zAt, ,4/21/22,1,Chrome,100.0.4896.88,Android 12,360x760,10,3, ,1, , , , ,1, , , ,1, , , , , , , ,4,Great exhibits, , , , , , , , , , , , ,4, , , ,5,1,1,1, , , , , , ,8,8,7, ,8,6, , , , , , , , , ,2.82,10.401,11.186,5,1,1, , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , ,2, , ,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,3,1, ,1,94605, ,1, ,7,1,2,1, , ,1, , , , , , ,2,6, , ,11, ,2, , , , , , , , ,42,2, ,3, , , , , , , , ,1, , , , , , , , , ,1, , , , , , , , , ,1, , , , , , , , , , , ,2,West,Science,Large,3,4,2022,1,20:31:08, , ,5,0,2,22,24,3,5,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
the Exploratorium,Staffed,R_2tLFhG31ex0VVXD,615.52,4/21/22,1,Safari iPad,14.0.1,iPad,768x1024,9,3, ,1, , , , , , , , , , ,1, ,1, , , ,4, , , , , , , , , , , , , ,4, , , ,4, , , , , , , ,1,37,9,8,9, ,8,10,8,8, , , , , , , ,4.484,9.893,11.632,3,1, , , , , , , , , , , , , , , , ,1, , , , , , , , ,1, , , , , , , ,2, , , ,1, , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , ,2,2, ,2,999,163,3, ,8,1,2,0, , , , , , , ,1, ,4,6, , ,3, ,2, , , , , , , , ,35,4, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,3,4,2022,0,20:35:24,9324,4,5,0,2,22,24,3,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
the Exploratorium,Staffed,R_3kpNNiQVP5crntw,606.786,4/21/22,2,Safari iPad,14.0.1,iPad,768x1024,10,3,Entretenido.,1, , , , , , , , , ,1,1, , , , , ,4, , , , , , , , , , , , , ,3,4,Excelente ., ,5,1,1,1,1,1, , , ,39,10,10,10, ,8,10, , , , , , , , , ,6,15.214,16.08,3,1, , , , , , , , , , , , , , , , ,1, , , , , , , , ,1, , , , , , , ,4, , , ,1, , , , , , ,1, , , , , , , , , , , , , , , ,1, , , , , , , ,1,1, ,2,999,40,3, ,8,1,2,0, , , ,1, , , , , ,2,6, , ,11, ,2, , , , , , , , ,43,1, ,2, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,3,4,2022,0,20:49:42,8382,4,5,0,2,22,24,3,999,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
the Exploratorium,Staffed,R_d5clEl7dDJWJ16N,239.422,4/21/22,1,Safari iPad,14.0.1,iPad,768x1024,7,2, ,1, , , , , , , ,1, , , , , , , , ,3, , , , , , , , , , , , , ,3,2, , ,4, , , , , ,1, , ,41, , , , , , , , , , , , , , , ,1.872,6.101,6.991,4,1, , , , , , , ,1, , , , , ,1, , , , , , ,1, , , , , , , , , , , , ,1, , , ,1, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,2,2, ,1, , ,1, ,8,1, , , , , , , ,1, , , ,2,6, , ,6, ,2, , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,3,4,2022,0,20:55:28,6928,3,5,0,2,22,24,7, ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, 
the Exploratorium,Staffed,R_1Ej4FXNgPWF9xXG,179.048,4/21/22,1,Safari iPad,14.0.1,iPad,768x1024,10,3, ,1, , , , ,1, , ,1, , , , , , , , ,5, , , , , , , , , , , , , ,3,4, , ,5, ,1,1, , , , , ,39,10,10,10, ,10,10, ,10, , , , , , , ,2.384,9.126,9.743,5,1, , , , , , ,1, , , , ,1, ,1, , , , , ,1, , , , , , , , , , , , , ,4, , , , , , , ,1, , ,1, , , , , , , , , , , , , , , , , , , , , , , ,2,2, ,1,94103, ,2, ,1,6,2,0, , , , , ,1, , , ,1,4, , ,5, ,2, , , , , , , , ,28,1, ,5, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,West,Science,Large,3,4,2022,0,21:00:01,9001,4,5,0,2,22,24,2,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5
the Exploratorium,Staffed,R_1CdrwdhHKIIUNh3,319.492,4/21/22,1,Safari iPad,14.0.1,iPad,768x1024,9,3, ,1, , , , ,1, , , , ,1, , , , , , ,4,Fun., , , , , , , , , , , , ,2,3,Good hand sanitizer ., ,5,1,1,1,1, , , , ,41,8,8,5, ,9,5, , , , , , , , , ,1.399,6.544,7.476,7,1,1, , , , ,1, , , , , , , ,1, , , , , ,1,1,1, ,1, ,1, , , , , , , ,3, ,1, , , , , , , , ,1, , , , , , , , , , ,1, , , , , , , , , , , , ,2,2, ,1,94109, ,1, ,5,1,2,0, ,1, , , , , , , ,2,6, , ,9, ,1, , , ,1,1, , , ,25,2, ,1, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,3,4,2022,0,21:28:18,8898,4,5,0,2,22,24,2,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5
the Exploratorium,QR,R_diNnkr0kmfnwRj3, ,4/21/22,1,Chrome iPhone,100.0.4896.85,iPhone,414x896,6,1,"For general public and children, not for scientists",1, , , , , , , , , , , , ,1, , , ,3, , , , , , , , , , ,1, , ,4, , , ,4, ,1,1, , , , , , ,8,7,6, ,9,2, , , , , , , , , ,7.67,65.138,67.262,12,1, , , , , , ,1, , , , ,1, , , , , , , , ,1, , , , , , , , , , , , ,3, , , ,1, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,2,2, ,1,90024, ,2, ,8,1,2,0, ,1, , , , , , , ,2,6, , ,6, ,2, , , , , , , , ,24,2, ,2, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,3,4,2022,1,21:31:40, , ,5,0,2,22,24,1,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
the Exploratorium,Staffed,R_3GCjCtNIEfka7Bh, ,4/22/22,1,Safari iPad,14.0.1,iPad,768x1024,10,3, ,1, , , , ,1, , , , , , , ,1, , , ,5, , , , , , , , , , , , , ,4, , , ,5,1,1,1,1,1,1, , ,5,10,10,10, ,10,10, , , , , , , , , ,1.619,12.221,12.921,5,1, , , , , , , , , , , , , , , , ,1, , , , , , , , ,1, , , , , , , ,1, , ,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,1,2, ,1,11365, ,3, ,8,1,2,2, , , ,1,1, , , , ,2,4, , ,11, ,1, , , , , ,1, ,Autism,54,1, ,4, , , , , , , , ,2, , , , , , , , , ,4,4, , , , , , , , ,1,2, , , , , , , , , , ,2,West,Science,Large,3,4,2022,0,12:55:35,10535,4,6,0,2,22,24,4,32,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0
the Exploratorium,Staffed,R_0MwDmvrWL1gaCvn, ,4/30/22,1,Safari iPad,14.1.1,iPad,768x1024,10,3, ,1, , , , , , , , , ,1,1, , , , , ,4, , , , , , , , , , , , , ,3,4,Vaccine card requirements were great and very appreciated, ,4,1,1,1,1, , , , ,9,10,10,10, ,10,9, ,10, , , , , , , ,9.976,15.222,20.6,3,1,1, , , , , , , , , , , ,1, , , ,1,1,Live in bay area,1, , , , , ,1, ,1, , , , , ,1, , , , , , ,1, , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,1,2, ,1,94040, , , ,8,1,1,0, , , , , ,1, , , ,2,3, , ,4, ,2, , , , , , , , ,34,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,3,4,2022,0,13:15:51,8151,4,7,1,2,22,24,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7
the Exploratorium,Staffed,R_1LnHhcqztX4CcNg,1076.383,4/30/22,1,Safari iPad,14.1.1,iPad,768x1024,7,2, ,1, , , , , ,1, , , ,1, , , , ,4,Tactile dome,4, , , , , , , , , , , , , ,2,3, , ,4,1, , , ,1,1, , ,11,9,9,6, ,10, , , , , , , , , , ,5.898,15.573,16.565,2,1, , , , , , , , , , , , , , , , ,1, , , ,1, , , , , , , , , , , , ,4, , , ,1, , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , ,1,2, ,2,999,65,3, ,8,1,2, , , , , , , , ,1, ,4,6, , ,11, ,3, , , , , , , , ,53,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,3,4,2022,0,13:36:02,7562,4,7,1,2,22,24,4,999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
the Exploratorium,Staffed,R_1NeUQFMqQhIEg66, ,4/30/22,1,Safari iPad,14.1.1,iPad,768x1024,9,3, ,1, , ,1, ,1, , , , , , , , , , , ,4, , , , , , , , , , , , , ,2,4, , ,5,1,1,1,1,1,1,1, ,12,10,10,8, ,10,9, , , , , , , , , ,11.267,16.02,16.601,2,1, , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , ,4, , , ,1, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,2,2, ,1,94611, ,1, ,4,1,2,0, , , ,1, , , , , ,4,3, , ,2, ,2, , , , , , , , ,22,5, ,1, , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,3,4,2022,0,14:13:35,8915,4,7,1,2,22,24,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
the Exploratorium,Staffed,R_3kd1DIgr90EMbpN, ,4/30/22,1,Safari iPad,14.1.1,iPad,768x1024,10,3,You learn a lot from coming here and you get to come be a kid even after growing up,1, , , , ,1, , , , , ,1, , , , , ,5, , , , , , , , , , , , , ,3,4,Requiring being fully vaccinated and wearing masks really helped. Also having hand sanitizing stations helped, ,5,1,1,1,1, , , , ,11,10,10,10, ,10,10,10,10, , , , , , , ,7.701,22.636,24.061,8,1,1,1,1, , , , ,1, , , , ,1, , , , , , , , , , , , , , , , ,1,Field trip, , ,2, , , , , , , ,1, , ,1, , , , , , , , , , , , , , , , , , , , , , , ,2,2, ,1,94585, ,1, ,4,1,3,0, ,1, , , ,1, , , ,1,3, , ,7, ,2, , , , , , , , ,18,2, ,3,4, , , , , , , ,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,3,4,2022,0,15:12:01,13321,5,7,1,2,22,24,1,5,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,8
the Exploratorium,Staffed,R_OuHuyhtI8rQQwIp,490.595,4/30/22,1,Safari iPad,14.1.1,iPad,768x1024,10,3, ,1, , , , , , , , , , , , ,1, , , ,5, , , , , , , , , , , , , ,2,4,Require vaccinations., ,1,1,1,1,1, , , , ,17,10,10,10, ,10,10, , , , , , , , , ,3.847,15.459,16.576,5,1,1, , , , ,1, , , , , , , ,1, , , , , , , ,1, , , ,1, , , , , , , ,4, , , , , , ,1, , , ,1, , , , , , , , , , , , , , , ,1, , , , , , , ,2,2, ,1,80202, , , ,8,1,1,0, , , ,1, , , , , ,2,6, , ,4, ,2, , , , , , , , ,26,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,3,4,2022,0,15:21:03,8463,4,7,1,2,22,24,2,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
the Exploratorium,QR,R_yOdvzo6CBkK7csx, ,4/30/22,1,Chrome,100.0.4896.127,Android 12,360x800,10,3, ,1, , , , ,1, , , , , , , , , , , ,4,Ticket system... bought tickets online to then arrive and stand in line to get pur tickets printed seems very odd and not tech friendly, , , , , , , , , , , , ,3,4,Excellent, ,5, ,1,1, , ,1, , , ,5,10,10, ,6,10, , , , , , , , , ,14.941,23.207,25.854,7,1,1, , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , ,2, , ,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,1,1, ,1, , ,1, ,5,1,4,2, , , , , , , ,1, ,2,4, , ,11, ,2, , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,3,4,2022,1,15:25:45, , ,7,1,2,22,24,7, ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, 
the Exploratorium,Staffed,R_vTDq4aQtsFySUV3,411.545,4/30/22,1,Safari iPad,14.1.1,iPad,768x1024,10,3,It teaches stem,1, , , , , , , , , , ,1, , , , , ,5, , , , , , , , , , , , , ,4, , , ,4,1,1,1, , ,1, , ,17,10,10,10, ,6,10,10,10, , , , , , , ,10.396,13.8,14.712,2,1, , , , , , , , , , , , ,1, , , , , , , ,1, , , , , , , , , , , , ,2, , , ,1, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,2,2, ,1,94501, ,3, ,8,1,2,0, , , , , ,1, , , ,2,4, , ,4, ,2, , , , , , , , ,26,1, ,2, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,3,4,2022,0,15:29:08,8948,4,7,1,2,22,24,2,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
the Exploratorium,Staffed,R_1dcbzm2oyM8ysok,1112.955,4/30/22,1,Safari iPad,14.1.1,iPad,768x1024,10,3, ,1, , , , , ,1, , , , ,1, , , ,5, ,5, , , , , , , , , , , , , ,4, , , ,5,1,1,1, , ,1, , ,17,10,9,10, ,9,9, , , , , , , , , ,5.52,16.925,17.718,5,1,1,1, , , , ,1, , , , , ,1, , , , , , ,1, , , , , , , , , , , , , ,5,Ferry, , , , , ,1, , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,1,1, ,1,94804, ,1, ,2,2,1,0, , , , , ,1, , , ,2,4, , ,6, ,2, , , , , , , , ,74,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,West,Science,Large,3,4,2022,0,15:48:24,10104,4,7,1,2,22,24,6,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
the Exploratorium,Staffed,R_1fiIjUH6wyZSnbs,948.224,4/30/22,1,Safari iPad,14.1.1,iPad,768x1024,10,3,Fun and exploring new things. .,1, , , , , ,1, , , , ,1, , , ,2, ,5, , , , , , , , , , , , , ,4, , , ,5,1, , , , , , , ,25,10,10,10, ,9,10, , , , , , , , , ,1.246,7.494,8.655,7,1,1,1, , , ,1, , , , , , , ,1, , , , , , , ,1, , , ,1, , , , , , , ,1, ,1, , , , , , , , ,1, , , , , ,1, , , , , , , , , , , , , , , , , ,1,3, ,1,94118, ,2, ,8,1,2,0, ,1, , , , , , , ,2,4, , ,1, ,1, , , , , , ,1, , ,4, ,2, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,3,4,2022,0,16:26:18,5178,3,7,1,2,22,24,7,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5
the Exploratorium,Staffed,R_27I0y0ghD1sPyLi,763.297,4/30/22,1,Safari iPad,14.1.1,iPad,768x1024,9,3, ,1, , , , , , , ,1, , , , , , , , ,4, , , , , , , , , , , , , ,2,4, , ,4,1,1, , , , , , ,21,8,8,7, ,9,10, , , , , , , , , ,3.611,4.825,6.34,2,1, , , , , , , , , , , ,1, , , , , , , ,1, , , , , , , , , , , , , ,2, , ,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,1,1, ,1, , ,1, ,4,1,1,2,1, , , , , , , , ,2,3, , ,2, ,2, , , , , , , , ,39,1, , , , , , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,3,4,2022,0,16:39:38,9578,4,7,1,2,22,24,3, ,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0, 
